Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,fair_score,fair_rank,pos_rel_score,pos_rel_rank
Max Aarons,DF,Bournemouth,3,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Joshua Acheampong,DF,Chelsea,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,8,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Tyler Adams,MF,Bournemouth,28,21,"1,965",21.8,0,3,3,0,0,0,7,0,1.6,1.6,1,2.6,14,76,10,0,0.14,0.14,0,,,,,,,,0.0,297.0,0.0,56.5
Tosin Adarabioyo,DF,Chelsea,22,15,"1,409",15.7,1,1,2,1,0,0,4,0,0.9,0.9,0.2,1.2,5,42,1,0.06,0.06,0.13,0.06,,,,,,,,0.0,297.0,0.0,93.5
Simon Adingra,"FW,MF",Brighton,29,12,"1,097",12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,,,,,,,,0.0,297.0,0.0,30.5
Emmanuel Agbadou,DF,Wolves,16,16,"1,410",15.7,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,31,2,0.06,0,0.06,0.06,,,,,,,,0.0,297.0,0.0,93.5
Asher Agbinone,MF,Crystal Palace,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Ola Aina,DF,Nott'ham Forest,35,35,"2,995",33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,,,,,,,,0.0,297.0,0.0,93.5
Rayan Aït-Nouri,DF,Wolves,37,37,"3,109",34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,89,108,176,0.12,0.2,0.32,0.12,,,,,,,,0.0,297.0,0.0,93.5
Kristoffer Ajer,DF,Brentford,24,17,"1,438",16,0,0,0,0,0,0,5,0,1,1,1.2,2.2,27,56,44,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Manuel Akanji,DF,Manchester City,26,23,"2,014",22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,46,158,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Nathan Aké,DF,Manchester City,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,12,50,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Carlos Alcaraz,MF,Southampton,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Carlos Alcaraz,"FW,MF",Everton,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,,,,,,,,0.0,297.0,0.0,30.5
Trent Alexander-Arnold,DF,Liverpool,33,28,"2,365",26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,51,232,94,0.11,0.23,0.34,0.11,,,,,,,,0.0,297.0,0.0,93.5
Alisson,GK,Liverpool,28,28,"2,508",27.9,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,1,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Miguel Almirón,FW,Newcastle Utd,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Olabade Aluko,DF,Leicester City,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Edson Álvarez,MF,West Ham,28,20,"1,772",19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0,0.05,0.05,0,,,,,,,,0.0,297.0,0.0,56.5
Will Alves,FW,Leicester City,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Harry Amass,DF,Manchester Utd,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,9,7,23,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Samuel Amo-Ameyaw,"FW,DF",Southampton,2,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,0,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,4.0
Mathis Amougou,MF,Chelsea,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Joachim Andersen,DF,Crystal Palace,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Joachim Andersen,DF,Fulham,29,29,"2,583",28.7,0,0,0,0,0,0,6,1,1,1,0.5,1.5,16,112,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Elliot Anderson,MF,Nott'ham Forest,37,33,"2,728",30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.07,0.2,0.26,0.07,,,,,,,,0.0,297.0,0.0,56.5
André,MF,Wolves,33,31,"2,472",27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Michail Antonio,FW,West Ham,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,,,,,,,,0.0,297.0,0.0,43.0
Antony,"DF,MF",Manchester Utd,8,0,141,1.6,0,0,0,0,0,0,0,0,1,1,0.1,1.1,5,6,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,8.5
Julian Araujo,DF,Bournemouth,12,7,497,5.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,4,14,22,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Cameron Archer,FW,Southampton,35,13,"1,441",16,2,0,2,2,0,1,0,0,5.7,4.9,0.5,5.4,22,14,66,0.12,0,0.12,0.12,,,,,,,,0.0,297.0,0.0,43.0
Alphonse Areola,GK,West Ham,26,25,"2,260",25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Joe Aribo,"MF,DF",Southampton,32,21,"2,013",22.4,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.13,0,0.13,0.13,,,,,,,,0.0,297.0,0.0,7.0
Adam Armstrong,"FW,MF",Southampton,20,15,"1,248",13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,,,,,,,,0.0,297.0,0.0,30.5
Harrison Armstrong,MF,Everton,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Kepa Arrizabalaga,GK,Bournemouth,31,31,"2,790",31,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Marco Asensio,MF,Aston Villa,13,9,743,8.3,3,1,4,3,0,2,2,0,4.4,2.9,1,3.8,22,45,38,0.36,0.12,0.48,0.36,,,,,,,,0.0,297.0,0.0,56.5
Brandon Austin,GK,Tottenham,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Taiwo Awoniyi,FW,Nott'ham Forest,26,3,416,4.6,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0,0.22,0.22,,,,,,,,0.0,297.0,0.0,43.0
Yasin Ayari,MF,Brighton,34,22,"1,965",21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,,,,,,,,0.0,297.0,0.0,56.5
Jordan Ayew,"FW,MF",Crystal Palace,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,30.5
Jordan Ayew,"FW,MF",Leicester City,30,19,"1,638",18.2,5,0,5,4,1,1,5,0,3.2,2.4,1.1,3.5,49,46,86,0.27,0,0.27,0.22,,,,,,,,0.0,297.0,0.0,30.5
Benoît Badiashile,DF,Chelsea,5,3,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Leon Bailey,"FW,MF",Aston Villa,24,14,"1,139",12.7,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,58,35,121,0.08,0.16,0.24,0.08,,,,,,,,0.0,297.0,0.0,30.5
Carlos Baleba,MF,Brighton,34,31,"2,661",29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,,,,,,,,0.0,297.0,0.0,56.5
Ross Barkley,MF,Aston Villa,20,3,581,6.5,3,1,4,3,0,0,3,0,1.8,1.8,0.6,2.4,15,36,10,0.46,0.15,0.62,0.46,,,,,,,,0.0,297.0,0.0,56.5
Harvey Barnes,FW,Newcastle Utd,33,17,"1,755",19.5,9,4,13,9,0,0,0,0,7.2,7.2,4,11.2,93,83,192,0.46,0.21,0.67,0.46,,,,,,,,0.0,297.0,0.0,43.0
Calvin Bassey,DF,Fulham,35,34,"3,074",34.2,1,0,1,1,0,0,7,0,1,1,0.1,1.2,39,116,15,0.03,0,0.03,0.03,,,,,,,,0.0,297.0,0.0,93.5
Altay Bayındır,GK,Manchester Utd,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Jan Bednarek,DF,Southampton,30,30,"2,531",28.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,5,60,2,0.07,0,0.07,0.07,,,,,,,,0.0,297.0,0.0,93.5
Armel Bella Kotchap,DF,Southampton,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,5,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Jean-Ricner Bellegarde,"MF,FW",Wolves,35,20,"1,677",18.6,2,7,9,2,0,0,3,0,1.5,1.5,3.8,5.3,52,43,89,0.11,0.38,0.48,0.11,,,,,,,,0.0,297.0,0.0,22.5
Rodrigo Bentancur,MF,Tottenham,26,21,"1,645",18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0,0.11,0.11,,,,,,,,0.0,297.0,0.0,56.5
Daniel Bentley,GK,Wolves,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Sander Berge,MF,Fulham,31,26,"2,224",24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1,29,124,9,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Lucas Bergvall,MF,Tottenham,27,11,"1,212",13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,0,0.07,0.07,0,,,,,,,,0.0,297.0,0.0,56.5
Victor Bernth Kristiansen,DF,Leicester City,30,29,"2,482",27.6,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,40,70,78,0,0.04,0.04,0,,,,,,,,0.0,297.0,0.0,93.5
Beto,FW,Everton,30,15,"1,534",17,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0,0.47,0.47,,,,,,,,0.0,297.0,0.0,43.0
Philip Billing,MF,Bournemouth,10,1,184,2,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Yves Bissouma,MF,Tottenham,28,16,"1,408",15.6,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,75,3,0.13,0,0.13,0.13,,,,,,,,0.0,297.0,0.0,56.5
Oscar Bobb,FW,Manchester City,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Lamare Bogarde,"DF,MF",Aston Villa,8,5,476,5.3,0,0,0,0,0,0,2,0,0,0,0.1,0.2,12,14,9,0,0,0,0,,,,,,,,0.0,297.0,0.0,8.5
Willy Boly,DF,Nott'ham Forest,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Sven Botman,DF,Newcastle Utd,8,6,412,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,0,7,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Jarrod Bowen,"FW,MF",West Ham,34,34,"2,973",33,13,8,21,12,1,1,1,0,8.6,7.8,6.8,14.7,109,91,212,0.39,0.24,0.64,0.36,,,,,,,,0.0,297.0,0.0,30.5
Conor Bradley,DF,Liverpool,19,7,754,8.4,0,2,2,0,0,0,4,0,0.7,0.7,1.4,2.1,35,33,39,0,0.24,0.24,0,,,,,,,,0.0,297.0,0.0,93.5
Jarrad Branthwaite,DF,Everton,30,28,"2,511",27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,0,0.04,0.04,0,,,,,,,,0.0,297.0,0.0,93.5
James Bree,DF,Southampton,17,13,"1,075",11.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1,13,34,43,0,0.08,0.08,0,,,,,,,,0.0,297.0,0.0,93.5
Ben Brereton,FW,Southampton,10,4,449,5,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1,12,9,42,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Nathan Broadhead,"MF,FW",Ipswich Town,18,7,702,7.8,2,0,2,2,0,0,1,0,1.7,1.7,0.7,2.4,20,14,33,0.26,0,0.26,0.26,,,,,,,,0.0,297.0,0.0,22.5
Armando Broja,FW,Everton,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
David Brooks,"FW,MF",Bournemouth,29,9,960,10.7,2,0,2,2,0,0,3,0,2.5,2.5,1.9,4.4,35,35,83,0.19,0,0.19,0.19,,,,,,,,0.0,297.0,0.0,30.5
Emi Buendía,"MF,FW",Aston Villa,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0,0.7,3,7,6,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Santiago Bueno,DF,Wolves,29,18,"1,687",18.7,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,1,28,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Facundo Buonanotte,"FW,MF",Leicester City,31,14,"1,523",16.9,5,2,7,5,0,0,8,0,3.9,3.9,3.1,7,39,54,74,0.3,0.12,0.41,0.3,,,,,,,,0.0,297.0,0.0,30.5
Cameron Burgess,DF,Ipswich Town,18,16,"1,541",17.1,0,2,2,0,0,0,0,0,1.1,1.1,0.5,1.6,2,42,4,0,0.12,0.12,0,,,,,,,,0.0,297.0,0.0,93.5
Dan Burn,DF,Newcastle Utd,37,37,"3,330",37,1,1,2,1,0,0,11,0,2,2,0.9,2.8,12,75,14,0.03,0.03,0.05,0.03,,,,,,,,0.0,297.0,0.0,93.5
Wes Burns,"FW,DF",Ipswich Town,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0,0.1,0.1,0,,,,,,,,0.0,297.0,0.0,4.0
Nathan Butler-Oyedeji,FW,Arsenal,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Moisés Caicedo,"MF,DF",Chelsea,38,38,"3,351",37.2,1,2,3,1,0,0,11,0,0.8,0.8,3,3.8,43,215,37,0.03,0.05,0.08,0.03,,,,,,,,0.0,297.0,0.0,7.0
Tom Cairney,MF,Fulham,25,3,628,7,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0,0.29,0.29,,,,,,,,0.0,297.0,0.0,56.5
Jens Cajuste,MF,Ipswich Town,30,25,"1,959",21.8,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,26,59,20,0.05,0.05,0.09,0.05,,,,,,,,0.0,297.0,0.0,56.5
Riccardo Calafiori,DF,Arsenal,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,0.18,0.09,0.27,0.18,,,,,,,,0.0,297.0,0.0,93.5
Dominic Calvert-Lewin,FW,Everton,26,19,"1,609",17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,0.17,0.06,0.22,0.17,,,,,,,,0.0,297.0,0.0,43.0
Diego Carlos,DF,Aston Villa,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,3,34,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Fabio Carvalho,"FW,MF",Brentford,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.4,0.2,0.59,0.4,,,,,,,,0.0,297.0,0.0,30.5
Casemiro,MF,Manchester Utd,24,18,"1,494",16.6,1,0,1,1,0,0,5,0,1.9,1.9,2.3,4.2,4,84,28,0.06,0,0.06,0.06,,,,,,,,0.0,297.0,0.0,56.5
Kaelan Casey,DF,West Ham,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Matty Cash,DF,Aston Villa,27,24,"2,070",23,1,1,2,1,0,0,7,0,0.5,0.5,1.1,1.6,48,42,90,0.04,0.04,0.09,0.04,,,,,,,,0.0,297.0,0.0,93.5
Eiran Cashin,DF,Brighton,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Timothy Castagne,DF,Fulham,24,17,"1,649",18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0,0.05,0.05,0,,,,,,,,0.0,297.0,0.0,93.5
Trevoh Chalobah,DF,Crystal Palace,12,12,"1,060",11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0,0.25,0.25,,,,,,,,0.0,297.0,0.0,93.5
Trevoh Chalobah,DF,Chelsea,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2,4,37,2,0,0.1,0.1,0,,,,,,,,0.0,297.0,0.0,93.5
Conor Chaplin,"MF,FW",Ipswich Town,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,,,,,,,,0.0,297.0,0.0,22.5
Youssef Chermiti,"FW,MF",Everton,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,6,0,0,0,0,,,,,,,,0.0,297.0,0.0,30.5
Federico Chiesa,FW,Liverpool,6,1,108,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,3,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Ben Chilwell,DF,Crystal Palace,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1,5,8,15,0.35,0,0.35,0.35,,,,,,,,0.0,297.0,0.0,93.5
Chiquinho,MF,Wolves,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Hamza Choudhury,"MF,DF",Leicester City,4,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,3,6,0,0,0,0,,,,,,,,0.0,297.0,0.0,7.0
Ryan Christie,MF,Bournemouth,29,27,"2,117",23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,,,,,,,,0.0,297.0,0.0,56.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.0,,
Harry Clarke,DF,Ipswich Town,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,5,14,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Jack Clarke,"FW,MF",Ipswich Town,32,12,"1,181",13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,0,0.3,0.3,0,,,,,,,,0.0,297.0,0.0,30.5
Nathaniel Clyne,"DF,MF",Crystal Palace,13,5,483,5.4,0,0,0,0,0,0,1,0,0,0,0.3,0.3,6,7,8,0,0,0,0,,,,,,,,0.0,297.0,0.0,8.5
Conor Coady,DF,Leicester City,22,19,"1,714",19,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,3,32,0,0.05,0,0.05,0.05,,,,,,,,0.0,297.0,0.0,93.5
Séamus Coleman,DF,Everton,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,1,11,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Nathan Collins,DF,Brentford,38,38,"3,420",38,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,,,,,,,,0.0,297.0,0.0,93.5
Toby Collyer,MF,Manchester Utd,6,0,179,2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Levi Colwill,DF,Chelsea,35,35,"3,149",35,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3,14,131,12,0.06,0.03,0.09,0.06,,,,,,,,0.0,297.0,0.0,93.5
Lewis Cook,"MF,DF",Bournemouth,36,32,"2,978",33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.03,0.09,0.12,0.03,,,,,,,,0.0,297.0,0.0,7.0
Maxwel Cornet,FW,Southampton,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,0,5,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Vladimír Coufal,DF,West Ham,22,11,"1,067",11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1,26,39,33,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Woyo Coulibaly,DF,Leicester City,4,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Aaron Cresswell,DF,West Ham,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,6,36,4,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Marc Cucurella,DF,Chelsea,36,33,"2,988",33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,0.15,0.03,0.18,0.15,,,,,,,,0.0,297.0,0.0,93.5
Jorge Cuenca,DF,Fulham,8,4,351,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Matheus Cunha,"MF,FW",Wolves,33,29,"2,597",28.9,15,6,21,15,0,0,4,0,8.6,8.6,7.7,16.4,112,144,161,0.52,0.21,0.73,0.52,,,,,,,,0.0,297.0,0.0,22.5
Patson Daka,"FW,MF",Leicester City,23,6,736,8.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,11,8,36,0.12,0,0.12,0.12,,,,,,,,0.0,297.0,0.0,30.5
Diogo Dalot,DF,Manchester Utd,33,31,"2,814",31.3,0,3,3,0,0,0,5,0,2,2,2,4.1,62,103,168,0,0.1,0.1,0,,,,,,,,0.0,297.0,0.0,93.5
Mikkel Damsgaard,"MF,FW",Brentford,38,34,"2,911",32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,,,,,,,,0.0,297.0,0.0,22.5
Danilo,"MF,FW",Nott'ham Forest,8,5,275,3.1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Jayden Danns,MF,Liverpool,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Kevin Danso,DF,Tottenham,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,19,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Ben Davies,DF,Tottenham,17,14,"1,331",14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,52,6,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Leif Davis,DF,Ipswich Town,33,32,"2,743",30.5,1,2,3,1,0,0,5,1,1,1,4.9,5.8,52,59,137,0.03,0.07,0.1,0.03,,,,,,,,0.0,297.0,0.0,93.5
Craig Dawson,DF,Wolves,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,6,20,5,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.0,,
Kevin De Bruyne,"MF,FW",Manchester City,28,19,"1,702",18.9,4,7,11,4,0,0,2,0,5.1,5.1,8,13.1,51,157,150,0.21,0.37,0.58,0.21,,,,,,,,0.0,297.0,0.0,22.5
Bobby De Cordova-Reid,FW,Leicester City,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2,14,15,48,0.12,0.24,0.36,0.12,,,,,,,,0.0,297.0,0.0,43.0
Liam Delap,FW,Ipswich Town,37,32,"2,593",28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,0.42,0.07,0.49,0.35,,,,,,,,0.0,297.0,0.0,43.0
Sepp van den Berg,DF,Brentford,31,29,"2,586",28.7,0,0,0,0,0,0,3,0,2,2,0.8,2.8,12,79,28,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Justin Devenny,MF,Crystal Palace,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,,,,,,,,0.0,297.0,0.0,56.5
Kiernan Dewsbury-Hall,"MF,FW",Chelsea,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0,0.34,0.34,0,,,,,,,,0.0,297.0,0.0,22.5
Amad Diallo,"MF,FW",Manchester Utd,26,20,"1,901",21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.38,0.28,0.66,0.38,,,,,,,,0.0,297.0,0.0,22.5
Rúben Dias,DF,Manchester City,27,25,"2,271",25.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,43,160,8,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Luis Díaz,FW,Liverpool,36,28,"2,399",26.7,13,5,18,13,0,0,2,0,12,12,5,17.1,108,110,293,0.49,0.19,0.68,0.49,,,,,,,,0.0,297.0,0.0,43.0
Tyler Dibling,"FW,MF",Southampton,33,20,"1,874",20.8,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,69,64,96,0.1,0,0.1,0.1,,,,,,,,0.0,297.0,0.0,30.5
