date,country_name,party_name,voting_intention
2026-02-17,Great Britain,Conservative,18.52
2026-02-17,Great Britain,Green Party,14.2
2026-02-17,Great Britain,Labour,19.9
2026-02-17,Great Britain,Liberal Democrats,12.12
2026-02-17,Great Britain,Plaid Cymru,1.17
2026-02-17,Great Britain,Reform UK,28.66
2026-02-17,Great Britain,SNP,2.64
2026-02-16,Great Britain,Other,2.87
2026-02-16,Great Britain,Conservative,18.22
2026-02-16,Great Britain,Green Party,14.12
2026-02-16,Great Britain,Labour,19.89
2026-02-16,Great Britain,Liberal Democrats,12.25
2026-02-16,Great Britain,Plaid Cymru,1.17
2026-02-16,Great Britain,Reform UK,28.85
2026-02-16,Great Britain,SNP,2.63
2026-02-13,Scotland,Other,1.72
2026-02-13,Scotland,Conservative,11.19
2026-02-13,Scotland,Green Party,7.24
2026-02-13,Scotland,Labour,18.22
2026-02-13,Scotland,Liberal Democrats,9.04
2026-02-13,Scotland,Reform UK,20.8
2026-02-13,Scotland,SNP,31.78
2026-02-12,Great Britain,Other,2.8
2026-02-12,Great Britain,Conservative,18.22
2026-02-12,Great Britain,Green Party,14.12
2026-02-12,Great Britain,Labour,19.53
2026-02-12,Great Britain,Liberal Democrats,12.11
2026-02-12,Great Britain,Plaid Cymru,1.17
2026-02-12,Great Britain,Reform UK,29.43
2026-02-12,Great Britain,SNP,2.63
2026-02-11,Great Britain,Other,2.67
2026-02-11,Great Britain,Conservative,18.31
2026-02-11,Great Britain,Green Party,14.34
2026-02-11,Great Britain,Labour,19.49
2026-02-11,Great Britain,Liberal Democrats,12.19
2026-02-11,Great Britain,Plaid Cymru,1.14
2026-02-11,Great Britain,Reform UK,29.18
2026-02-11,Great Britain,SNP,2.69
2026-02-10,Great Britain,Other,2.6
2026-02-10,Great Britain,Conservative,18.39
2026-02-10,Great Britain,Green Party,14.0
2026-02-10,Great Britain,Labour,19.72
2026-02-10,Great Britain,Liberal Democrats,12.48
2026-02-10,Great Britain,Plaid Cymru,1.14
2026-02-10,Great Britain,Reform UK,29.13
2026-02-10,Great Britain,SNP,2.62
2026-02-09,Great Britain,Other,2.72
2026-02-09,Great Britain,Conservative,18.28
2026-02-09,Great Britain,Green Party,14.28
2026-02-09,Great Britain,Labour,19.45
2026-02-09,Great Britain,Liberal Democrats,12.46
2026-02-09,Great Britain,Plaid Cymru,1.14
2026-02-09,Great Britain,Reform UK,29.08
2026-02-09,Great Britain,SNP,2.66
2026-02-06,Great Britain,Other,2.73
2026-02-06,Great Britain,Conservative,18.51
2026-02-06,Great Britain,Green Party,14.0
2026-02-06,Great Britain,Labour,19.46
2026-02-06,Great Britain,Liberal Democrats,12.32
2026-02-06,Great Britain,Plaid Cymru,1.07
2026-02-06,Great Britain,Reform UK,29.39
2026-02-06,Great Britain,SNP,2.59
2026-02-04,Great Britain,Other,2.65
2026-02-04,Great Britain,Conservative,18.79
2026-02-04,Great Britain,Green Party,14.07
2026-02-04,Great Britain,Labour,19.16
2026-02-04,Great Britain,Liberal Democrats,12.74
2026-02-04,Great Britain,Plaid Cymru,1.07
2026-02-04,Great Britain,Reform UK,28.86
2026-02-04,Great Britain,SNP,2.73
2026-02-02,Great Britain,Other,2.65
2026-02-02,Great Britain,Conservative,18.79
2026-02-02,Great Britain,Green Party,13.71
2026-02-02,Great Britain,Labour,19.45
2026-02-02,Great Britain,Liberal Democrats,12.82
2026-02-02,Great Britain,Plaid Cymru,1.07
2026-02-02,Great Britain,Reform UK,28.86
2026-02-02,Great Britain,SNP,2.73
2026-01-29,Great Britain,Other,2.65
2026-01-29,Great Britain,Conservative,18.75
2026-01-29,Great Britain,Green Party,13.9
2026-01-29,Great Britain,Labour,19.13
2026-01-29,Great Britain,Liberal Democrats,12.68
2026-01-29,Great Britain,Plaid Cymru,1.02
2026-01-29,Great Britain,Reform UK,29.21
2026-01-29,Great Britain,SNP,2.73
2026-01-28,Great Britain,Other,2.55
2026-01-28,Great Britain,Conservative,18.89
2026-01-28,Great Britain,Green Party,13.95
2026-01-28,Great Britain,Labour,19.03
2026-01-28,Great Britain,Liberal Democrats,12.9
2026-01-28,Great Britain,Plaid Cymru,1.13
2026-01-28,Great Britain,Reform UK,28.94
2026-01-28,Great Britain,SNP,2.75
2026-01-27,Great Britain,Other,2.62
2026-01-27,Great Britain,Conservative,18.88
2026-01-27,Great Britain,Green Party,13.79
2026-01-27,Great Britain,Labour,18.88
2026-01-27,Great Britain,Liberal Democrats,12.97
2026-01-27,Great Britain,Plaid Cymru,1.13
2026-01-27,Great Britain,Reform UK,29.06
2026-01-27,Great Britain,SNP,2.75
2026-01-26,Great Britain,Other,2.83
2026-01-26,Great Britain,Conservative,18.82
2026-01-26,Great Britain,Green Party,14.16
2026-01-26,Great Britain,Labour,18.32
2026-01-26,Great Britain,Liberal Democrats,12.98
2026-01-26,Great Britain,Plaid Cymru,1.06
2026-01-26,Great Britain,Reform UK,29.09
2026-01-26,Great Britain,SNP,2.82
2026-01-25,Great Britain,Other,2.9
2026-01-25,Great Britain,Conservative,19.16
2026-01-25,Great Britain,Green Party,13.65
2026-01-25,Great Britain,Labour,18.3
2026-01-25,Great Britain,Liberal Democrats,12.89
2026-01-25,Great Britain,Plaid Cymru,1.06
2026-01-25,Great Britain,Reform UK,29.28
2026-01-25,Great Britain,SNP,2.82
2026-01-23,Great Britain,Other,2.83
2026-01-23,Great Britain,Conservative,19.1
2026-01-23,Great Britain,Green Party,14.02
2026-01-23,Great Britain,Labour,18.17
2026-01-23,Great Britain,Liberal Democrats,13.05
2026-01-23,Great Britain,Plaid Cymru,1.06
2026-01-23,Great Britain,Reform UK,29.02
2026-01-23,Great Britain,SNP,2.82
2026-01-21,Great Britain,Other,2.77
2026-01-21,Great Britain,Conservative,19.27
2026-01-21,Great Britain,Green Party,13.96
2026-01-21,Great Britain,Labour,18.06
2026-01-21,Great Britain,Liberal Democrats,13.14
2026-01-21,Great Britain,Plaid Cymru,1.06
2026-01-21,Great Britain,Reform UK,28.99
2026-01-21,Great Britain,SNP,2.83
2026-01-19,Great Britain,Other,2.77
2026-01-19,Great Britain,Conservative,19.27
2026-01-19,Great Britain,Green Party,13.96
2026-01-19,Great Britain,Labour,18.06
2026-01-19,Great Britain,Liberal Democrats,13.14
2026-01-19,Great Britain,Plaid Cymru,1.06
2026-01-19,Great Britain,Reform UK,29.06
2026-01-19,Great Britain,SNP,2.75
2026-01-16,Scotland,Other,1.94
2026-01-16,Scotland,Conservative,11.26
2026-01-16,Scotland,Green Party,7.17
2026-01-16,Scotland,Labour,18.29
2026-01-16,Scotland,Liberal Democrats,9.26
2026-01-16,Scotland,Reform UK,20.38
2026-01-16,Scotland,SNP,31.71
2026-01-15,Great Britain,Other,2.72
2026-01-15,Great Britain,Conservative,19.33
2026-01-15,Great Britain,Green Party,13.78
2026-01-15,Great Britain,Labour,18.1
2026-01-15,Great Britain,Liberal Democrats,12.98
2026-01-15,Great Britain,Reform UK,29.32
2026-01-15,Great Britain,SNP,2.77
2026-01-14,Great Britain,Other,2.67
2026-01-14,Great Britain,Conservative,19.3
2026-01-14,Great Britain,Green Party,13.97
2026-01-14,Great Britain,Labour,18.02
2026-01-14,Great Britain,Liberal Democrats,12.87
2026-01-14,Great Britain,Plaid Cymru,1.07
2026-01-14,Great Britain,Reform UK,29.23
2026-01-14,Great Britain,SNP,2.86
2026-01-13,Great Britain,Other,2.55
2026-01-13,Great Britain,Conservative,19.2
2026-01-13,Great Britain,Green Party,13.84
2026-01-13,Great Britain,Labour,18.09
2026-01-13,Great Britain,Liberal Democrats,12.98
2026-01-13,Great Britain,Plaid Cymru,1.07
2026-01-13,Great Britain,Reform UK,29.37
2026-01-13,Great Britain,SNP,2.91
2026-01-12,Great Britain,Other,2.62
2026-01-12,Great Britain,Conservative,19.0
2026-01-12,Great Britain,Green Party,14.28
2026-01-12,Great Britain,Labour,17.74
2026-01-12,Great Britain,Liberal Democrats,12.98
2026-01-12,Great Britain,Plaid Cymru,1.07
2026-01-12,Great Britain,Reform UK,29.32
2026-01-12,Great Britain,SNP,2.98
2026-01-12,Scotland,Other,2.01
2026-01-12,Scotland,Conservative,11.4
2026-01-12,Scotland,Green Party,7.09
2026-01-12,Scotland,Labour,18.35
2026-01-12,Scotland,Liberal Democrats,9.4
2026-01-12,Scotland,Reform UK,20.07
2026-01-12,Scotland,SNP,31.68
2026-01-12,Wales,Other,1.62
2026-01-12,Wales,Conservative,16.33
2026-01-12,Wales,Green Party,6.15
2026-01-12,Wales,Labour,34.65
2026-01-12,Wales,Liberal Democrats,6.0
2026-01-12,Wales,Plaid Cymru,16.02
2026-01-12,Wales,Reform UK,19.23
2026-01-09,Great Britain,Other,2.66
2026-01-09,Great Britain,Conservative,18.98
2026-01-09,Great Britain,Green Party,14.18
2026-01-09,Great Britain,Labour,17.73
2026-01-09,Great Britain,Liberal Democrats,12.79
2026-01-09,Great Britain,Plaid Cymru,1.08
2026-01-09,Great Britain,Reform UK,29.67
2026-01-09,Great Britain,SNP,2.91
2026-01-08,Great Britain,Other,2.66
2026-01-08,Great Britain,Conservative,19.11
2026-01-08,Great Britain,Green Party,14.53
2026-01-08,Great Britain,Labour,17.29
2026-01-08,Great Britain,Liberal Democrats,12.71
2026-01-08,Great Britain,Plaid Cymru,1.08
2026-01-08,Great Britain,Reform UK,29.65
2026-01-08,Great Britain,SNP,2.98
2026-01-05,Great Britain,Other,2.69
2026-01-05,Great Britain,Conservative,19.25
2026-01-05,Great Britain,Green Party,14.2
2026-01-05,Great Britain,Labour,17.69
2026-01-05,Great Britain,Liberal Democrats,12.75
2026-01-05,Great Britain,Plaid Cymru,1.08
2026-01-05,Great Britain,Reform UK,29.38
2026-01-05,Great Britain,SNP,2.96
2025-12-31,Great Britain,Other,2.76
2025-12-31,Great Britain,Conservative,19.04
2025-12-31,Great Britain,Green Party,14.16
2025-12-31,Great Britain,Labour,17.9
2025-12-31,Great Britain,Liberal Democrats,12.56
2025-12-31,Great Britain,Plaid Cymru,1.08
2025-12-31,Great Britain,Reform UK,29.56
2025-12-31,Great Britain,SNP,2.94
2025-12-24,Great Britain,Other,2.62
2025-12-24,Great Britain,Conservative,19.25
2025-12-24,Great Britain,Green Party,13.81
2025-12-24,Great Britain,Labour,18.4
2025-12-24,Great Britain,Liberal Democrats,12.56
2025-12-24,Great Britain,Plaid Cymru,1.01
2025-12-24,Great Britain,Reform UK,29.49
2025-12-24,Great Britain,SNP,2.87
2025-12-23,Great Britain,Other,2.48
2025-12-23,Great Britain,Conservative,19.25
2025-12-23,Great Britain,Green Party,13.81
2025-12-23,Great Britain,Labour,18.47
2025-12-23,Great Britain,Liberal Democrats,12.56
2025-12-23,Great Britain,Plaid Cymru,1.01
2025-12-23,Great Britain,Reform UK,29.56
2025-12-23,Great Britain,SNP,2.87
2025-12-22,Great Britain,Other,2.48
2025-12-22,Great Britain,Conservative,18.98
2025-12-22,Great Britain,Green Party,14.15
2025-12-22,Great Britain,Labour,18.37
2025-12-22,Great Britain,Liberal Democrats,12.67
2025-12-22,Great Britain,Plaid Cymru,1.01
2025-12-22,Great Britain,Reform UK,29.47
2025-12-22,Great Britain,SNP,2.87
2025-12-19,Scotland,Other,2.01
2025-12-19,Scotland,Conservative,11.53
2025-12-19,Scotland,Green Party,6.8
2025-12-19,Scotland,Labour,18.84
2025-12-19,Scotland,Liberal Democrats,9.39
2025-12-19,Scotland,Reform UK,19.63
2025-12-19,Scotland,SNP,31.8
2025-12-18,Great Britain,Other,2.58
2025-12-18,Great Britain,Conservative,18.94
2025-12-18,Great Britain,Green Party,13.88
2025-12-18,Great Britain,Labour,18.34
2025-12-18,Great Britain,Liberal Democrats,12.53
2025-12-18,Great Britain,Plaid Cymru,1.01
2025-12-18,Great Britain,Reform UK,29.85
2025-12-18,Great Britain,SNP,2.87
2025-12-17,Great Britain,Other,2.72
2025-12-17,Great Britain,Conservative,18.87
2025-12-17,Great Britain,Green Party,13.95
2025-12-17,Great Britain,Labour,18.48
2025-12-17,Great Britain,Liberal Democrats,12.39
2025-12-17,Great Britain,Plaid Cymru,1.01
2025-12-17,Great Britain,Reform UK,29.78
2025-12-17,Great Britain,SNP,2.8
2025-12-16,Great Britain,Other,2.72
2025-12-16,Great Britain,Conservative,18.78
2025-12-16,Great Britain,Green Party,14.01
2025-12-16,Great Britain,Labour,18.62
2025-12-16,Great Britain,Liberal Democrats,12.38
2025-12-16,Great Britain,Plaid Cymru,1.01
2025-12-16,Great Britain,Reform UK,29.69
2025-12-16,Great Britain,SNP,2.79
2025-12-15,Great Britain,Other,2.7
2025-12-15,Great Britain,Conservative,18.63
2025-12-15,Great Britain,Green Party,14.28
2025-12-15,Great Britain,Labour,18.52
2025-12-15,Great Britain,Liberal Democrats,12.49
2025-12-15,Great Britain,Plaid Cymru,1.06
2025-12-15,Great Britain,Reform UK,29.53
2025-12-15,Great Britain,SNP,2.78
2025-12-12,Great Britain,Other,2.76
2025-12-12,Great Britain,Conservative,18.37
2025-12-12,Great Britain,Green Party,14.37
2025-12-12,Great Britain,Labour,18.32
2025-12-12,Great Britain,Liberal Democrats,12.31
2025-12-12,Great Britain,Plaid Cymru,1.13
2025-12-12,Great Britain,Reform UK,29.97
2025-12-12,Great Britain,SNP,2.76
2025-12-10,Great Britain,Other,2.83
2025-12-10,Great Britain,Conservative,18.39
2025-12-10,Great Britain,Green Party,14.51
2025-12-10,Great Britain,Labour,18.26
2025-12-10,Great Britain,Liberal Democrats,12.38
2025-12-10,Great Britain,Plaid Cymru,1.18
2025-12-10,Great Britain,Reform UK,29.73
2025-12-10,Great Britain,SNP,2.73
2025-12-10,Wales,Other,1.46
2025-12-10,Wales,Conservative,16.78
2025-12-10,Wales,Green Party,5.53
2025-12-10,Wales,Labour,36.72
2025-12-10,Wales,Liberal Democrats,6.0
2025-12-10,Wales,Plaid Cymru,14.84
2025-12-10,Wales,Reform UK,18.67
2025-12-08,Great Britain,Other,2.9
2025-12-08,Great Britain,Conservative,18.29
2025-12-08,Great Britain,Green Party,13.99
2025-12-08,Great Britain,Labour,18.67
2025-12-08,Great Britain,Liberal Democrats,12.36
2025-12-08,Great Britain,Plaid Cymru,1.17
2025-12-08,Great Britain,Reform UK,29.9
2025-12-08,Great Britain,SNP,2.73
2025-12-03,Great Britain,Other,2.93
2025-12-03,Great Britain,Conservative,18.03
2025-12-03,Great Britain,Green Party,14.37
2025-12-03,Great Britain,Labour,18.4
2025-12-03,Great Britain,Liberal Democrats,12.2
2025-12-03,Great Britain,Plaid Cymru,1.17
2025-12-03,Great Britain,Reform UK,30.18
2025-12-03,Great Britain,SNP,2.73
2025-12-03,Scotland,Other,1.94
2025-12-03,Scotland,Conservative,11.82
2025-12-03,Scotland,Green Party,6.51
2025-12-03,Scotland,Labour,19.34
2025-12-03,Scotland,Liberal Democrats,9.46
2025-12-03,Scotland,Reform UK,18.99
2025-12-03,Scotland,SNP,31.95
2025-12-01,Great Britain,Other,2.79
2025-12-01,Great Britain,Conservative,17.75
2025-12-01,Great Britain,Green Party,14.17
2025-12-01,Great Britain,Labour,18.69
2025-12-01,Great Britain,Liberal Democrats,12.28
2025-12-01,Great Britain,Plaid Cymru,1.17
2025-12-01,Great Britain,Reform UK,30.35
2025-12-01,Great Britain,SNP,2.8
2025-11-28,Great Britain,Other,2.78
2025-11-28,Great Britain,Conservative,17.56
2025-11-28,Great Britain,Green Party,14.32
2025-11-28,Great Britain,Labour,18.6
2025-11-28,Great Britain,Liberal Democrats,12.41
2025-11-28,Great Britain,Plaid Cymru,1.17
2025-11-28,Great Britain,Reform UK,30.37
2025-11-28,Great Britain,SNP,2.79
2025-11-27,Great Britain,Other,2.85
2025-11-27,Great Britain,Conservative,17.59
2025-11-27,Great Britain,Green Party,14.14
2025-11-27,Great Britain,Labour,18.77
2025-11-27,Great Britain,Liberal Democrats,12.34
2025-11-27,Great Britain,Plaid Cymru,1.17
2025-11-27,Great Britain,Reform UK,30.35
2025-11-27,Great Britain,SNP,2.79
2025-11-26,Great Britain,Other,2.93
2025-11-26,Great Britain,Conservative,17.33
2025-11-26,Great Britain,Green Party,14.51
2025-11-26,Great Britain,Labour,18.36
2025-11-26,Great Britain,Liberal Democrats,12.36
2025-11-26,Great Britain,Plaid Cymru,1.17
2025-11-26,Great Britain,Reform UK,30.54
2025-11-26,Great Britain,SNP,2.8
2025-11-24,Great Britain,Other,2.95
2025-11-24,Great Britain,Conservative,17.29
2025-11-24,Great Britain,Green Party,14.31
2025-11-24,Great Britain,Labour,18.61
2025-11-24,Great Britain,Liberal Democrats,12.5
2025-11-24,Great Britain,Plaid Cymru,1.17
2025-11-24,Great Britain,Reform UK,30.41
2025-11-24,Great Britain,SNP,2.77
2025-11-21,Great Britain,Other,3.02
2025-11-21,Great Britain,Conservative,17.27
2025-11-21,Great Britain,Green Party,14.18
2025-11-21,Great Britain,Labour,18.64
2025-11-21,Great Britain,Liberal Democrats,12.31
2025-11-21,Great Britain,Plaid Cymru,1.17
2025-11-21,Great Britain,Reform UK,30.64
2025-11-21,Great Britain,SNP,2.77
2025-11-20,Great Britain,Other,2.99
2025-11-20,Great Britain,Conservative,17.24
2025-11-20,Great Britain,Green Party,14.24
2025-11-20,Great Britain,Labour,18.6
2025-11-20,Great Britain,Liberal Democrats,12.52
2025-11-20,Great Britain,Plaid Cymru,1.17
2025-11-20,Great Britain,Reform UK,30.54
2025-11-20,Great Britain,SNP,2.77
2025-11-19,Great Britain,Other,2.99
2025-11-19,Great Britain,Conservative,17.16
2025-11-19,Great Britain,Green Party,14.52
2025-11-19,Great Britain,Labour,18.16
2025-11-19,Great Britain,Liberal Democrats,12.52
2025-11-19,Great Britain,Plaid Cymru,1.17
2025-11-19,Great Britain,Reform UK,30.73
2025-11-19,Great Britain,SNP,2.84
2025-11-17,Great Britain,Other,2.94
2025-11-17,Great Britain,Conservative,17.22
2025-11-17,Great Britain,Green Party,14.22
2025-11-17,Great Britain,Labour,18.47
2025-11-17,Great Britain,Liberal Democrats,12.71
2025-11-17,Great Britain,Plaid Cymru,1.17
2025-11-17,Great Britain,Reform UK,30.43
2025-11-17,Great Britain,SNP,2.92
2025-11-12,Great Britain,Other,3.14
2025-11-12,Great Britain,Conservative,17.26
2025-11-12,Great Britain,Green Party,13.76
2025-11-12,Great Britain,Labour,18.59
2025-11-12,Great Britain,Liberal Democrats,12.71
2025-11-12,Great Britain,Plaid Cymru,1.12
2025-11-12,Great Britain,Reform UK,30.57
2025-11-12,Great Britain,SNP,2.93
2025-11-10,Great Britain,Other,3.21
2025-11-10,Great Britain,Conservative,17.34
2025-11-10,Great Britain,Green Party,13.63
2025-11-10,Great Britain,Labour,18.6
2025-11-10,Great Britain,Liberal Democrats,12.79
2025-11-10,Great Britain,Plaid Cymru,1.02
2025-11-10,Great Britain,Reform UK,30.52
2025-11-10,Great Britain,SNP,2.93
2025-11-07,Great Britain,Other,3.18
2025-11-07,Great Britain,Conservative,17.34
2025-11-07,Great Britain,Green Party,13.45
2025-11-07,Great Britain,Labour,18.71
2025-11-07,Great Britain,Liberal Democrats,12.9
2025-11-07,Great Britain,Plaid Cymru,0.97
2025-11-07,Great Britain,Reform UK,30.56
2025-11-07,Great Britain,SNP,2.95
2025-11-06,Great Britain,Other,3.11
2025-11-06,Great Britain,Conservative,17.42
2025-11-06,Great Britain,Green Party,13.38
2025-11-06,Great Britain,Labour,18.87
2025-11-06,Great Britain,Liberal Democrats,12.84
2025-11-06,Great Britain,Plaid Cymru,0.97
2025-11-06,Great Britain,Reform UK,30.51
2025-11-06,Great Britain,SNP,2.96
2025-11-05,Great Britain,Other,3.18
2025-11-05,Great Britain,Conservative,17.48
2025-11-05,Great Britain,Green Party,13.16
2025-11-05,Great Britain,Labour,19.0
2025-11-05,Great Britain,Liberal Democrats,12.9
2025-11-05,Great Britain,Plaid Cymru,0.97
2025-11-05,Great Britain,Reform UK,30.42
2025-11-05,Great Britain,SNP,2.95
2025-11-03,Great Britain,Other,3.32
2025-11-03,Great Britain,Conservative,17.59
2025-11-03,Great Britain,Green Party,12.83
2025-11-03,Great Britain,Labour,19.13
2025-11-03,Great Britain,Liberal Democrats,13.17
2025-11-03,Great Britain,Plaid Cymru,0.97
2025-11-03,Great Britain,Reform UK,30.12
2025-11-03,Great Britain,SNP,2.93
2025-11-02,Great Britain,Other,3.44
2025-11-02,Great Britain,Conservative,17.59
2025-11-02,Great Britain,Green Party,12.48
2025-11-02,Great Britain,Labour,19.25
2025-11-02,Great Britain,Liberal Democrats,13.03
2025-11-02,Great Britain,Plaid Cymru,0.97
2025-11-02,Great Britain,Reform UK,30.43
2025-11-02,Great Britain,SNP,2.88
2025-10-29,Great Britain,Other,3.44
2025-10-29,Great Britain,Conservative,17.56
2025-10-29,Great Britain,Green Party,12.5
2025-10-29,Great Britain,Labour,19.05
2025-10-29,Great Britain,Liberal Democrats,13.19
2025-10-29,Great Britain,Plaid Cymru,0.94
2025-10-29,Great Britain,Reform UK,30.53
2025-10-29,Great Britain,SNP,2.84
2025-10-27,Great Britain,Other,3.46
2025-10-27,Great Britain,Conservative,17.66
2025-10-27,Great Britain,Green Party,11.99
2025-10-27,Great Britain,Labour,19.42
2025-10-27,Great Britain,Liberal Democrats,13.37
2025-10-27,Great Britain,Plaid Cymru,0.94
2025-10-27,Great Britain,Reform UK,30.32
2025-10-27,Great Britain,SNP,2.91
2025-10-24,Great Britain,Other,3.66
2025-10-24,Great Britain,Conservative,17.62
2025-10-24,Great Britain,Green Party,11.75
2025-10-24,Great Britain,Labour,19.59
2025-10-24,Great Britain,Liberal Democrats,13.44
2025-10-24,Great Britain,Plaid Cymru,0.94
2025-10-24,Great Britain,Reform UK,30.15
2025-10-24,Great Britain,SNP,2.93
2025-10-23,Great Britain,Other,3.66
2025-10-23,Great Britain,Conservative,17.55
2025-10-23,Great Britain,Green Party,11.39
2025-10-23,Great Britain,Labour,19.73
2025-10-23,Great Britain,Liberal Democrats,13.58
2025-10-23,Great Britain,Reform UK,30.29
2025-10-23,Great Britain,SNP,2.93
2025-10-22,Great Britain,Other,3.8
2025-10-22,Great Britain,Conservative,17.46
2025-10-22,Great Britain,Green Party,11.1
2025-10-22,Great Britain,Labour,19.93
2025-10-22,Great Britain,Liberal Democrats,13.22
2025-10-22,Great Britain,Plaid Cymru,0.94
2025-10-22,Great Britain,Reform UK,30.62
2025-10-22,Great Britain,SNP,2.93
2025-10-20,Great Britain,Other,3.86
2025-10-20,Great Britain,Conservative,17.24
2025-10-20,Great Britain,Green Party,10.88
2025-10-20,Great Britain,Labour,19.99
2025-10-20,Great Britain,Liberal Democrats,13.49
2025-10-20,Great Britain,Plaid Cymru,0.94
2025-10-20,Great Britain,Reform UK,30.67
2025-10-20,Great Britain,SNP,2.93
2025-10-17,Great Britain,Other,3.96
2025-10-17,Great Britain,Conservative,17.21
