date,country_name,party_name,voting_intention
1958-01-23,Great Britain,Conservative,40.26
1958-01-23,Great Britain,Labour,49.75
1958-01-23,Great Britain,Liberal Democrats,9.99
1957-12-31,Great Britain,Conservative,40.62
1957-12-31,Great Britain,Labour,49.64
1957-12-31,Great Britain,Liberal Democrats,9.74
1957-11-26,Great Britain,Conservative,40.93
1957-11-26,Great Britain,Labour,49.44
1957-11-26,Great Britain,Liberal Democrats,9.63
1957-11-06,Great Britain,Conservative,41.24
1957-11-06,Great Britain,Labour,49.32
1957-11-06,Great Britain,Liberal Democrats,9.45
1957-10-10,Great Britain,Conservative,41.72
1957-10-10,Great Britain,Labour,49.15
1957-10-10,Great Britain,Liberal Democrats,9.12
1957-10-08,Great Britain,Conservative,41.94
1957-10-08,Great Britain,Labour,49.23
1957-10-08,Great Britain,Liberal Democrats,8.83
1957-09-25,Great Britain,Conservative,42.3
1957-09-25,Great Britain,Labour,49.23
1957-09-25,Great Britain,Liberal Democrats,8.47
1957-08-27,Great Britain,Conservative,43.0
1957-08-27,Great Britain,Labour,48.88
1957-08-27,Great Britain,Liberal Democrats,8.12
1957-07-11,Great Britain,Conservative,43.11
1957-07-11,Great Britain,Labour,48.81
1957-07-11,Great Britain,Liberal Democrats,8.08
1957-07-01,Great Britain,Conservative,43.32
1957-07-01,Great Britain,Labour,48.67
1957-07-01,Great Britain,Liberal Democrats,8.01
1957-04-16,Great Britain,Conservative,43.5
1957-04-16,Great Britain,Labour,48.38
1957-04-16,Great Britain,Liberal Democrats,8.12
1957-03-22,Great Britain,Conservative,43.81
1957-03-22,Great Britain,Labour,48.04
1957-03-22,Great Britain,Liberal Democrats,8.15
1957-02-28,Great Britain,Conservative,44.12
1957-02-28,Great Britain,Labour,47.59
1957-02-28,Great Britain,Liberal Democrats,8.29
1957-01-13,Great Britain,Conservative,44.43
1957-01-13,Great Britain,Labour,47.32
1957-01-13,Great Britain,Liberal Democrats,8.25
1956-11-25,Great Britain,Conservative,44.75
1956-11-25,Great Britain,Labour,46.99
1956-11-25,Great Britain,Liberal Democrats,8.25
1956-11-11,Great Britain,Conservative,44.73
1956-11-11,Great Britain,Labour,47.12
1956-11-11,Great Britain,Liberal Democrats,8.15
1956-10-31,Great Britain,Conservative,44.81
1956-10-31,Great Britain,Labour,46.98
1956-10-31,Great Britain,Liberal Democrats,8.22
1956-09-18,Great Britain,Conservative,45.36
1956-09-18,Great Britain,Labour,46.97
1956-09-18,Great Britain,Liberal Democrats,7.67
1956-08-24,Great Britain,Conservative,45.92
1956-08-24,Great Britain,Labour,46.99
1956-08-24,Great Britain,Liberal Democrats,7.09
1956-07-23,Great Britain,Conservative,46.38
1956-07-23,Great Britain,Labour,46.78
1956-07-23,Great Britain,Liberal Democrats,6.84
1956-05-27,Great Britain,Conservative,46.91
1956-05-27,Great Britain,Labour,46.62
1956-05-27,Great Britain,Liberal Democrats,6.48
1956-04-29,Great Britain,Conservative,47.3
1956-04-29,Great Britain,Labour,46.65
1956-04-29,Great Britain,Liberal Democrats,6.04
1956-04-04,Great Britain,Conservative,47.67
1956-04-04,Great Britain,Labour,46.36
1956-04-04,Great Britain,Liberal Democrats,5.97
1956-02-20,Great Britain,Conservative,47.86
1956-02-20,Great Britain,Labour,46.31
1956-02-20,Great Britain,Liberal Democrats,5.82
1956-01-26,Great Britain,Conservative,48.05
1956-01-26,Great Britain,Labour,46.2
1956-01-26,Great Britain,Liberal Democrats,5.75
1955-12-24,Great Britain,Conservative,48.13
1955-12-24,Great Britain,Labour,46.08
1955-12-24,Great Britain,Liberal Democrats,5.79
1955-10-26,Great Britain,Conservative,48.28
1955-10-26,Great Britain,Labour,46.07
1955-10-26,Great Britain,Liberal Democrats,5.65
1955-09-19,Great Britain,Conservative,48.25
1955-09-19,Great Britain,Labour,46.25
1955-09-19,Great Britain,Liberal Democrats,5.5
1955-08-31,Great Britain,Conservative,48.05
1955-08-31,Great Britain,Labour,46.38
1955-08-31,Great Britain,Liberal Democrats,5.58
1955-07-13,Great Britain,Conservative,47.94
1955-07-13,Great Britain,Labour,46.41
1955-07-13,Great Britain,Liberal Democrats,5.65
1955-05-24,Great Britain,Conservative,47.61
1955-05-24,Great Britain,Labour,46.81
1955-05-24,Great Britain,Liberal Democrats,5.58
1955-05-20,Great Britain,Conservative,47.22
1955-05-20,Great Britain,Labour,46.83
1955-05-20,Great Britain,Liberal Democrats,5.95
1955-05-17,Great Britain,Conservative,46.85
1955-05-17,Great Britain,Labour,46.88
1955-05-17,Great Britain,Liberal Democrats,6.27
1955-05-10,Great Britain,Conservative,46.58
1955-05-10,Great Britain,Labour,46.83
1955-05-10,Great Britain,Liberal Democrats,6.59
1955-05-03,Great Britain,Conservative,46.36
1955-05-03,Great Britain,Labour,46.75
1955-05-03,Great Britain,Liberal Democrats,6.89
1955-04-30,Great Britain,Conservative,46.21
1955-04-30,Great Britain,Labour,46.61
1955-04-30,Great Britain,Liberal Democrats,7.18
1955-04-28,Great Britain,Conservative,46.01
1955-04-28,Great Britain,Labour,46.66
1955-04-28,Great Britain,Liberal Democrats,7.32
1955-03-31,Great Britain,Conservative,45.98
1955-03-31,Great Britain,Labour,46.55
1955-03-31,Great Britain,Liberal Democrats,7.47
1955-02-28,Great Britain,Conservative,45.91
1955-02-28,Great Britain,Labour,46.7
1955-02-28,Great Britain,Liberal Democrats,7.39
1955-01-31,Great Britain,Conservative,45.8
1955-01-31,Great Britain,Labour,46.88
1955-01-31,Great Britain,Liberal Democrats,7.32
1954-11-30,Great Britain,Conservative,45.67
1954-11-30,Great Britain,Labour,47.01
1954-11-30,Great Britain,Liberal Democrats,7.32
1954-10-31,Great Britain,Conservative,45.53
1954-10-31,Great Britain,Labour,47.01
1954-10-31,Great Britain,Liberal Democrats,7.46
1954-09-30,Great Britain,Conservative,45.52
1954-09-30,Great Britain,Labour,47.03
1954-09-30,Great Britain,Liberal Democrats,7.46
1954-08-31,Great Britain,Conservative,45.73
1954-08-31,Great Britain,Labour,46.88
1954-08-31,Great Britain,Liberal Democrats,7.38
1954-06-30,Great Britain,Conservative,46.04
1954-06-30,Great Britain,Labour,46.61
1954-06-30,Great Britain,Liberal Democrats,7.34
1954-05-31,Great Britain,Conservative,46.18
1954-05-31,Great Britain,Labour,46.44
1954-05-31,Great Britain,Liberal Democrats,7.38
1954-04-27,Great Britain,Conservative,46.27
1954-04-27,Great Britain,Labour,46.24
1954-04-27,Great Britain,Liberal Democrats,7.49
1954-03-31,Great Britain,Conservative,46.02
1954-03-31,Great Britain,Labour,46.27
1954-03-31,Great Britain,Liberal Democrats,7.71
1954-03-21,Great Britain,Conservative,45.76
1954-03-21,Great Britain,Labour,46.31
1954-03-21,Great Britain,Liberal Democrats,7.93
1954-02-28,Great Britain,Conservative,45.58
1954-02-28,Great Britain,Labour,46.31
1954-02-28,Great Britain,Liberal Democrats,8.11
1954-02-26,Great Britain,Conservative,45.46
1954-02-26,Great Britain,Labour,46.43
1954-02-26,Great Britain,Liberal Democrats,8.11
1954-01-31,Great Britain,Conservative,45.09
1954-01-31,Great Britain,Labour,46.65
1954-01-31,Great Britain,Liberal Democrats,8.26
1953-12-31,Great Britain,Conservative,44.78
1953-12-31,Great Britain,Labour,46.81
1953-12-31,Great Britain,Liberal Democrats,8.41
1953-10-31,Great Britain,Conservative,44.44
1953-10-31,Great Britain,Labour,46.9
1953-10-31,Great Britain,Liberal Democrats,8.66
1953-09-30,Great Britain,Conservative,44.11
1953-09-30,Great Britain,Labour,47.12
1953-09-30,Great Britain,Liberal Democrats,8.78
1953-08-31,Great Britain,Conservative,43.85
1953-08-31,Great Britain,Labour,47.26
1953-08-31,Great Britain,Liberal Democrats,8.89
1953-06-30,Great Britain,Conservative,43.73
1953-06-30,Great Britain,Labour,47.46
1953-06-30,Great Britain,Liberal Democrats,8.82
1953-05-31,Great Britain,Conservative,43.77
1953-05-31,Great Britain,Labour,47.92
1953-05-31,Great Britain,Liberal Democrats,9.0
1953-04-30,Great Britain,Conservative,43.39
1953-04-30,Great Britain,Labour,48.15
1953-04-30,Great Britain,Liberal Democrats,9.22
1953-03-31,Great Britain,Conservative,42.99
1953-03-31,Great Britain,Labour,48.33
1953-03-31,Great Britain,Liberal Democrats,9.12
1953-02-28,Great Britain,Conservative,42.86
1953-02-28,Great Britain,Labour,48.6
1953-02-28,Great Britain,Liberal Democrats,9.01
1953-01-31,Great Britain,Conservative,43.04
1953-01-31,Great Britain,Labour,48.68
1953-01-31,Great Britain,Liberal Democrats,8.64
1952-12-31,Great Britain,Conservative,43.54
1952-12-31,Great Britain,Labour,48.54
1952-12-31,Great Britain,Liberal Democrats,8.13
1952-11-30,Great Britain,Conservative,43.95
1952-11-30,Great Britain,Labour,48.6
1952-11-30,Great Britain,Liberal Democrats,7.77
1952-10-31,Great Britain,Conservative,44.39
1952-10-31,Great Britain,Labour,48.49
1952-10-31,Great Britain,Liberal Democrats,7.44
1952-09-30,Great Britain,Conservative,45.02
1952-09-30,Great Britain,Labour,48.19
1952-09-30,Great Britain,Liberal Democrats,7.19
1952-08-31,Great Britain,Conservative,45.67
1952-08-31,Great Britain,Labour,47.79
1952-08-31,Great Britain,Liberal Democrats,7.0
1952-07-31,Great Britain,Conservative,46.51
1952-07-31,Great Britain,Labour,47.26
1952-07-31,Great Britain,Liberal Democrats,7.0
1952-06-30,Great Britain,Conservative,47.25
1952-06-30,Great Britain,Labour,46.37
1952-06-30,Great Britain,Liberal Democrats,7.14
1952-05-31,Great Britain,Conservative,47.88
1952-05-31,Great Britain,Labour,45.66
1952-05-31,Great Britain,Liberal Democrats,7.18
1952-04-30,Great Britain,Conservative,48.22
1952-04-30,Great Britain,Labour,45.11
1952-03-31,Great Britain,Conservative,48.41
1952-03-31,Great Britain,Labour,44.22
1952-03-31,Great Britain,Liberal Democrats,7.36
1952-02-28,Great Britain,Conservative,49.1
1952-02-28,Great Britain,Labour,43.57
1952-02-28,Great Britain,Liberal Democrats,7.33
1952-01-31,Great Britain,Conservative,49.84
1952-01-31,Great Britain,Labour,42.82
1952-01-31,Great Britain,Liberal Democrats,7.34
1951-12-31,Great Britain,Conservative,50.35
1951-12-31,Great Britain,Labour,42.06
1951-12-31,Great Britain,Liberal Democrats,7.59
1951-10-24,Great Britain,Conservative,50.77
1951-10-24,Great Britain,Labour,41.39
1951-10-24,Great Britain,Liberal Democrats,7.84
1951-10-22,Great Britain,Conservative,50.31
1951-10-22,Great Britain,Labour,41.38
1951-10-22,Great Britain,Liberal Democrats,8.32
1951-10-17,Great Britain,Conservative,49.83
1951-10-17,Great Britain,Labour,41.33
1951-10-17,Great Britain,Liberal Democrats,8.84
1951-10-10,Great Britain,Conservative,49.38
1951-10-10,Great Britain,Labour,41.38
1951-10-10,Great Britain,Liberal Democrats,9.24
1951-10-03,Great Britain,Conservative,48.93
1951-10-03,Great Britain,Labour,41.55
1951-10-03,Great Britain,Liberal Democrats,9.52
1951-09-30,Great Britain,Conservative,48.41
1951-09-30,Great Britain,Labour,41.64
1951-09-30,Great Britain,Liberal Democrats,9.94
1951-08-31,Great Britain,Conservative,47.83
1951-08-31,Great Britain,Labour,42.04
1951-08-31,Great Britain,Liberal Democrats,10.13
1951-07-31,Great Britain,Conservative,47.31
1951-07-31,Great Britain,Labour,42.63
1951-07-31,Great Britain,Liberal Democrats,10.05
1951-06-30,Great Britain,Conservative,47.03
1951-06-30,Great Britain,Labour,43.18
1951-06-30,Great Britain,Liberal Democrats,9.8
1951-05-31,Great Britain,Conservative,46.75
1951-05-31,Great Britain,Labour,43.55
1951-05-31,Great Britain,Liberal Democrats,9.7
1951-04-30,Great Britain,Conservative,46.45
1951-04-30,Great Britain,Labour,43.69
1951-04-30,Great Britain,Liberal Democrats,9.86
1951-03-31,Great Britain,Conservative,46.01
1951-03-31,Great Britain,Labour,44.06
1951-03-31,Great Britain,Liberal Democrats,9.93
1951-02-28,Great Britain,Conservative,45.43
1951-02-28,Great Britain,Labour,44.64
1951-02-28,Great Britain,Liberal Democrats,9.92
1951-01-31,Great Britain,Conservative,45.0
1951-01-31,Great Britain,Labour,45.12
1951-01-31,Great Britain,Liberal Democrats,9.88
1950-12-31,Great Britain,Conservative,44.37
1950-12-31,Great Britain,Labour,45.61
1950-12-31,Great Britain,Liberal Democrats,10.02
1950-10-31,Great Britain,Conservative,44.48
1950-10-31,Great Britain,Labour,45.65
1950-10-31,Great Britain,Liberal Democrats,9.87
1950-09-30,Great Britain,Conservative,44.46
1950-09-30,Great Britain,Labour,45.55
1950-09-30,Great Britain,Liberal Democrats,10.0
1950-08-31,Great Britain,Conservative,44.59
1950-08-31,Great Britain,Labour,45.42
1950-08-31,Great Britain,Liberal Democrats,9.99
1950-07-31,Great Britain,Conservative,44.69
1950-07-31,Great Britain,Labour,45.26
1950-07-31,Great Britain,Liberal Democrats,10.05
1950-06-30,Great Britain,Conservative,45.05
1950-06-30,Great Britain,Labour,45.07
1950-06-30,Great Britain,Liberal Democrats,9.89
1950-05-31,Great Britain,Conservative,45.1
1950-05-31,Great Britain,Labour,44.76
1950-05-31,Great Britain,Liberal Democrats,10.14
1950-04-30,Great Britain,Conservative,45.24
1950-04-30,Great Britain,Labour,44.39
1950-04-30,Great Britain,Liberal Democrats,10.37
1950-03-31,Great Britain,Conservative,45.51
1950-03-31,Great Britain,Labour,43.82
1950-03-31,Great Britain,Liberal Democrats,10.68
1950-02-28,Great Britain,Conservative,45.51
1950-02-28,Great Britain,Labour,43.41
1950-02-28,Great Britain,Liberal Democrats,11.08
1950-02-23,Great Britain,Conservative,45.59
1950-02-23,Great Britain,Labour,43.27
1950-02-23,Great Britain,Liberal Democrats,11.14
1950-02-22,Great Britain,Conservative,45.7
1950-02-22,Great Britain,Labour,43.01
1950-02-22,Great Britain,Liberal Democrats,11.29
1950-02-20,Great Britain,Conservative,45.93
1950-02-20,Great Britain,Labour,42.7
1950-02-20,Great Britain,Liberal Democrats,11.37
1950-02-17,Great Britain,Conservative,45.89
1950-02-17,Great Britain,Labour,42.47
1950-02-17,Great Britain,Liberal Democrats,11.64
1950-02-13,Great Britain,Conservative,46.21
1950-02-13,Great Britain,Labour,42.28
1950-02-13,Great Britain,Liberal Democrats,11.51
1950-02-10,Great Britain,Conservative,46.36
1950-02-10,Great Britain,Labour,42.0
1950-02-10,Great Britain,Liberal Democrats,11.64
1950-02-06,Great Britain,Conservative,46.32
1950-02-06,Great Britain,Labour,41.96
1950-02-06,Great Britain,Liberal Democrats,11.72
1950-01-30,Great Britain,Conservative,46.12
1950-01-30,Great Britain,Labour,41.94
1950-01-30,Great Britain,Liberal Democrats,11.95
1950-01-23,Great Britain,Conservative,46.08
1950-01-23,Great Britain,Labour,41.95
1950-01-23,Great Britain,Liberal Democrats,11.98
1950-01-20,Great Britain,Conservative,45.84
1950-01-20,Great Britain,Labour,41.88
1950-01-20,Great Britain,Liberal Democrats,12.28
1949-12-31,Great Britain,Conservative,46.0
1949-12-31,Great Britain,Labour,42.01
1949-12-31,Great Britain,Liberal Democrats,11.99
1949-11-30,Great Britain,Conservative,46.14
1949-11-30,Great Britain,Labour,42.08
1949-11-30,Great Britain,Liberal Democrats,11.78
1949-11-29,Great Britain,Conservative,46.04
1949-11-29,Great Britain,Labour,42.27
1949-11-29,Great Britain,Liberal Democrats,11.69
1949-10-31,Great Britain,Conservative,46.37
1949-10-31,Great Britain,Labour,42.35
1949-10-31,Great Britain,Liberal Democrats,11.29
1949-09-30,Great Britain,Conservative,46.58
1949-09-30,Great Britain,Labour,42.38
1949-09-30,Great Britain,Liberal Democrats,11.04
1949-08-31,Great Britain,Conservative,46.53
1949-08-31,Great Britain,Labour,42.5
1949-08-31,Great Britain,Liberal Democrats,10.97
1949-07-31,Great Britain,Conservative,46.39
1949-07-31,Great Britain,Labour,42.68
1949-07-31,Great Britain,Liberal Democrats,10.93
1949-06-30,Great Britain,Conservative,46.5
1949-06-30,Great Britain,Labour,42.86
1949-06-30,Great Britain,Liberal Democrats,10.64
1949-05-31,Great Britain,Conservative,46.53
1949-05-31,Great Britain,Labour,42.93
1949-05-31,Great Britain,Liberal Democrats,10.54
1949-04-30,Great Britain,Conservative,46.37
1949-04-30,Great Britain,Labour,43.14
1949-04-30,Great Britain,Liberal Democrats,10.49
1949-03-31,Great Britain,Conservative,46.48
1949-03-31,Great Britain,Labour,43.14
1949-03-31,Great Britain,Liberal Democrats,10.39
1949-02-28,Great Britain,Conservative,46.76
1949-02-28,Great Britain,Labour,42.94
1949-02-28,Great Britain,Liberal Democrats,10.29
1949-01-31,Great Britain,Conservative,46.8
1949-01-31,Great Britain,Labour,42.79
1949-01-31,Great Britain,Liberal Democrats,10.41
1948-11-30,Great Britain,Conservative,46.69
1948-11-30,Great Britain,Labour,42.94
1948-11-30,Great Britain,Liberal Democrats,10.38
1948-10-31,Great Britain,Conservative,46.43
1948-10-31,Great Britain,Labour,42.9
1948-10-31,Great Britain,Liberal Democrats,10.67
1948-09-30,Great Britain,Conservative,46.21
1948-09-30,Great Britain,Labour,43.05
1948-09-30,Great Britain,Liberal Democrats,10.74
1948-08-31,Great Britain,Conservative,45.79
1948-08-31,Great Britain,Labour,43.31
1948-08-31,Great Britain,Liberal Democrats,10.9
1948-07-31,Great Britain,Conservative,45.23
1948-07-31,Great Britain,Labour,43.53
1948-07-31,Great Britain,Liberal Democrats,11.24
1948-05-31,Great Britain,Conservative,44.07
1948-05-31,Great Britain,Labour,44.53
1948-05-31,Great Britain,Liberal Democrats,11.4
1948-04-30,Great Britain,Conservative,43.83
1948-04-30,Great Britain,Labour,44.79
1948-04-30,Great Britain,Liberal Democrats,11.39
1948-03-31,Great Britain,Conservative,43.32
1948-03-31,Great Britain,Labour,44.98
1948-03-31,Great Britain,Liberal Democrats,11.69
1948-02-28,Great Britain,Conservative,42.49
1948-02-28,Great Britain,Labour,45.29
1948-02-28,Great Britain,Liberal Democrats,12.22
1948-01-31,Great Britain,Conservative,41.33
1948-01-31,Great Britain,Labour,45.95
1948-01-31,Great Britain,Liberal Democrats,12.72
1947-11-30,Great Britain,Conservative,40.36
1947-11-30,Great Britain,Labour,46.66
1947-11-30,Great Britain,Liberal Democrats,12.98
1947-09-30,Great Britain,Conservative,39.56
1947-09-30,Great Britain,Labour,47.29
1947-09-30,Great Britain,Liberal Democrats,13.15
1947-08-31,Great Britain,Conservative,38.75
1947-08-31,Great Britain,Labour,48.04
1947-08-31,Great Britain,Liberal Democrats,13.21
1947-07-31,Great Britain,Conservative,38.03
1947-07-31,Great Britain,Labour,48.72
1947-07-31,Great Britain,Liberal Democrats,13.25
1947-06-30,Great Britain,Conservative,37.76
1947-06-30,Great Britain,Labour,49.08
1947-06-30,Great Britain,Liberal Democrats,13.17
1947-03-31,Great Britain,Conservative,37.31
1947-03-31,Great Britain,Labour,49.5
1947-03-31,Great Britain,Liberal Democrats,13.19
1947-01-31,Great Britain,Conservative,36.7
1947-01-31,Great Britain,Labour,49.91
1947-01-31,Great Britain,Liberal Democrats,13.39
1946-05-31,Great Britain,Conservative,36.21
1946-05-31,Great Britain,Labour,50.29
1946-05-31,Great Britain,Liberal Democrats,13.49
1946-01-31,Great Britain,Conservative,35.69
1946-01-31,Great Britain,Labour,50.81
1946-01-31,Great Britain,Liberal Democrats,13.49
1945-06-30,Great Britain,Conservative,35.93
1945-06-30,Great Britain,Labour,50.35
1945-06-30,Great Britain,Liberal Democrats,13.71
1945-06-29,Great Britain,Conservative,35.08
1945-06-29,Great Britain,Labour,50.88
1945-06-29,Great Britain,Liberal Democrats,14.04
1945-05-31,Great Britain,Conservative,34.65
1945-05-31,Great Britain,Labour,51.52
